Make,AccidentArea,MonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,NumberOfCars,Year,BasePolicy,FraudFound_P
Toyota,Urban,Sep,Male,Single,28,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Dec,Female,Single,21,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,5 years,26 to 30,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Jan,Male,Married,72,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Aug,Female,Married,54,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1996,All Perils,1
Chevrolet,Urban,Jan,Female,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Feb,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Jan,Male,Single,33,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Pontiac,Urban,Jan,Male,Single,27,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Jan,Male,Married,46,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1996,Liability,0
Honda,Urban,Jan,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,Liability,0
Toyota,Urban,Jan,Female,Married,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Jan,Male,Single,26,Third Party,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Feb,Female,Married,55,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Jan,Male,Single,39,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,1 vehicle,1996,All Perils,0
Chevrolet,Rural,Jan,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,3 to 4,1996,Liability,0
Toyota,Urban,Jan,Male,Married,44,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,Jan,Male,Married,78,Third Party,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,none,more than 7,over 65,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Jan,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Jan,Female,Married,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Feb,Male,Married,63,Policy Holder,Sedan - All Perils,Sedan,more than 69000,4,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1996,All Perils,0
Pontiac,Urban,Feb,Male,Married,33,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Feb,Male,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Toyota,Rural,Feb,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Accura,Urban,Feb,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,Yes,1 vehicle,1996,All Perils,0
Pontiac,Urban,Feb,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,6 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,Aug,Female,Married,54,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Feb,Male,Married,51,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,0
Toyota,Rural,Feb,Male,Married,34,Third Party,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Toyota,Urban,Feb,Male,Single,42,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Saab,Urban,Feb,Male,Married,23,Policy Holder,Sedan - Liability,Sport,30000 to 39000,1,more than 30,more than 30,more than 4,6 years,26 to 30,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Oct,Male,Married,45,Third Party,Sedan - Collision,Sedan,more than 69000,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,Mar,Male,Married,52,Policy Holder,Sedan - Collision,Sedan,more than 69000,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Apr,Male,Single,26,Policy Holder,Sedan - Collision,Sedan,more than 69000,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Chevrolet,Rural,May,Female,Married,26,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,5 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Toyota,Rural,Aug,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,1 vehicle,1996,All Perils,1
Mazda,Urban,Jun,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,2 vehicles,1996,Collision,0
Pontiac,Urban,Aug,Male,Married,38,Policy Holder,Utility - All Perils,Utility,40000 to 59000,3,8 to 15,more than 30,2 to 4,more than 7,36 to 40,No,No,1 vehicle,1996,All Perils,1
Toyota,Rural,Jun,Male,Married,46,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,0
Mazda,Urban,Oct,Male,Married,73,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,2 to 4,more than 7,over 65,Yes,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Oct,Male,Married,46,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Aug,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,Yes,No,1 vehicle,1996,All Perils,1
Mazda,Urban,Oct,Male,Single,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,7 years,31 to 35,Yes,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Oct,Male,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,Yes,No,1 vehicle,1996,Liability,0
Toyota,Urban,Nov,Male,Married,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Nov,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Chevrolet,Rural,Oct,Male,Married,45,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Sep,Male,Married,48,Policy Holder,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,1 vehicle,1996,Liability,0
Chevrolet,Urban,Aug,Male,Single,34,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,1,5 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Jul,Female,Single,33,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,Aug,Male,Married,27,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Jul,Female,Single,31,Third Party,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Jun,Male,Married,55,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,1 vehicle,1996,Liability,0
Dodge,Rural,Jul,Male,Single,39,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,1,6 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Jul,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Jun,Male,Married,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Jul,Female,Single,23,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,5 years,26 to 30,No,No,3 to 4,1996,Collision,0
Toyota,Urban,Aug,Male,Single,35,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,2 vehicles,1996,Collision,1
Honda,Urban,Jun,Male,Single,34,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Chevrolet,Urban,Jul,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,May,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,none,more than 7,36 to 40,No,No,1 vehicle,1996,Collision,0
Honda,Rural,May,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,less than 20000,1,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Aug,Male,Married,44,Third Party,Sedan - Collision,Sedan,more than 69000,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,Apr,Male,Married,60,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Apr,Female,Married,35,Policy Holder,Sedan - Collision,Sedan,less than 20000,3,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Apr,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Mar,Male,Married,28,Third Party,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Pontiac,Rural,Apr,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Mar,Male,Married,57,Policy Holder,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1996,Liability,0
Chevrolet,Urban,Mar,Male,Married,42,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,15 to 30,1,4 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Mar,Male,Single,28,Policy Holder,Sedan - Liability,Sport,more than 69000,4,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Toyota,Urban,Mar,Male,Married,26,Third Party,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Mar,Male,Married,32,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,4,15 to 30,more than 30,1,5 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Pontiac,Urban,Mar,Male,Married,53,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,more than 30,more than 30,1,7 years,41 to 50,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Mar,Male,Married,28,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Feb,Male,Married,61,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,6 years,51 to 65,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Mar,Male,Married,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Feb,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,Feb,Male,Married,43,Third Party,Sedan - All Perils,Sedan,less than 20000,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,2 vehicles,1996,All Perils,0
Toyota,Urban,Feb,Male,Married,76,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,none,more than 7,over 65,No,No,1 vehicle,1996,Collision,0
VW,Urban,Feb,Male,Married,63,Policy Holder,Sedan - Collision,Sedan,40000 to 59000,3,more than 30,more than 30,1,more than 7,51 to 65,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Mar,Male,Married,36,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,All Perils,0
Ford,Urban,Feb,Male,Single,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,1,6 years,36 to 40,No,No,1 vehicle,1996,All Perils,0
Pontiac,Urban,Feb,Male,Single,30,Third Party,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,2 to 4,7 years,31 to 35,Yes,No,1 vehicle,1996,Liability,0
Toyota,Urban,Feb,Male,Single,32,Third Party,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,6 years,31 to 35,No,No,5 to 8,1996,Collision,0
Chevrolet,Urban,Feb,Female,Divorced,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Mar,Male,Married,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Mar,Male,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Jan,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,1,more than 7,36 to 40,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Aug,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,1,more than 30,more than 30,2 to 4,5 years,36 to 40,No,No,1 vehicle,1996,Collision,1
Saab,Urban,Feb,Female,Single,40,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,1,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1996,All Perils,0
Chevrolet,Urban,Jan,Male,Married,54,Third Party,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,1 vehicle,1996,Liability,0
Honda,Urban,Dec,Female,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Nov,Male,Married,62,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,7 years,51 to 65,No,No,1 vehicle,1996,Collision,0
Honda,Urban,Aug,Male,Single,19,Policy Holder,Sport - Collision,Sport,more than 69000,4,more than 30,more than 30,2 to 4,3 years,21 to 25,No,No,1 vehicle,1996,Collision,1
Toyota,Rural,Oct,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,none,6 years,36 to 40,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Oct,Male,Married,36,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Sep,Female,Single,32,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,none,3 years,31 to 35,Yes,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Oct,Male,Married,54,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,8 to 15,more than 30,1,more than 7,41 to 50,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Sep,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,2 vehicles,1996,Collision,0
Honda,Urban,Sep,Male,Single,35,Third Party,Sedan - All Perils,Sedan,20000 to 29000,2,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Aug,Male,Married,53,Policy Holder,Sedan - Liability,Sport,30000 to 39000,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1996,Liability,0
Honda,Urban,Aug,Male,Single,33,Third Party,Sport - Collision,Sport,more than 69000,1,more than 30,more than 30,none,5 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Mazda,Urban,Jul,Male,Married,77,Third Party,Sedan - All Perils,Sedan,20000 to 29000,4,more than 30,more than 30,none,more than 7,over 65,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Jul,Male,Married,42,Third Party,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,Liability,0
Pontiac,Urban,Jun,Male,Married,39,Third Party,Sedan - All Perils,Sedan,30000 to 39000,4,more than 30,more than 30,1,6 years,36 to 40,No,No,1 vehicle,1996,All Perils,0
Ford,Rural,Sep,Male,Married,45,Third Party,Sedan - Collision,Sedan,30000 to 39000,3,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,May,Male,Married,53,Policy Holder,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,1 vehicle,1996,Liability,0
Pontiac,Rural,May,Male,Married,39,Third Party,Sedan - All Perils,Sedan,less than 20000,4,more than 30,more than 30,none,5 years,36 to 40,No,No,1 vehicle,1996,All Perils,0
Pontiac,Urban,May,Male,Married,52,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,more than 30,more than 30,none,7 years,41 to 50,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Apr,Male,Married,28,Third Party,Sedan - Liability,Sport,20000 to 29000,2,more than 30,more than 30,none,7 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Toyota,Urban,Apr,Female,Single,29,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Honda,Urban,Mar,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,1 vehicle,1996,Liability,0
Honda,Urban,Aug,Male,Single,33,Third Party,Sedan - All Perils,Sedan,20000 to 29000,1,more than 30,more than 30,1,5 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Mar,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,1,more than 30,more than 30,more than 4,new,16 to 17,No,No,1 vehicle,1996,Liability,0
Honda,Rural,Mar,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,3,more than 30,more than 30,2 to 4,new,16 to 17,Yes,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Mar,Male,Single,26,Policy Holder,Sedan - Liability,Sport,more than 69000,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Toyota,Urban,Mar,Male,Married,27,Third Party,Sedan - All Perils,Sedan,30000 to 39000,1,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Mazda,Urban,Mar,Male,Single,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,1,6 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Mar,Male,Married,36,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,1,6 years,36 to 40,No,No,1 vehicle,1996,All Perils,0
Accura,Urban,Aug,Male,Married,29,Policy Holder,Utility - All Perils,Utility,more than 69000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,2 vehicles,1996,All Perils,1
Honda,Urban,Mar,Female,Single,30,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,more than 4,6 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Pontiac,Rural,Mar,Female,Married,52,Third Party,Sedan - Liability,Sport,30000 to 39000,4,more than 30,more than 30,none,7 years,41 to 50,No,No,1 vehicle,1996,Liability,0
Accura,Urban,Mar,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,1 vehicle,1996,Liability,0
Ford,Urban,Feb,Male,Single,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,2,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,1 vehicle,1996,Liability,0
Mazda,Urban,Feb,Male,Married,26,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Feb,Male,Married,27,Policy Holder,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,1,5 years,31 to 35,No,No,1 vehicle,1996,Liability,0
Accura,Rural,Mar,Male,Married,32,Third Party,Sedan - All Perils,Sedan,30000 to 39000,3,more than 30,more than 30,none,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Toyota,Rural,Feb,Male,Married,72,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,more than 7,over 65,No,No,1 vehicle,1996,All Perils,0
Pontiac,Urban,Aug,Female,Married,41,Third Party,Sedan - Collision,Sedan,less than 20000,3,more than 30,more than 30,none,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Feb,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Honda,Urban,Jan,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,more than 4,new,16 to 17,No,No,1 vehicle,1996,Liability,0
Honda,Urban,Feb,Male,Married,29,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Feb,Male,Married,57,Third Party,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1996,All Perils,0
Mazda,Urban,Feb,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Jan,Female,Married,44,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,1,6 years,36 to 40,No,No,1 vehicle,1996,Collision,0
Toyota,Urban,Jan,Male,Married,57,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1996,Collision,0
Pontiac,Rural,Feb,Female,Single,57,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,3,more than 30,more than 30,none,more than 7,51 to 65,No,No,1 vehicle,1996,All Perils,0
Toyota,Urban,Aug,Female,Married,36,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,more than 30,more than 30,1,7 years,36 to 40,No,No,3 to 4,1996,All Perils,1
Mazda,Urban,Oct,Male,Married,54,Policy Holder,Utility - All Perils,Utility,more than 69000,3,more than 30,more than 30,none,7 years,41 to 50,No,No,1 vehicle,1996,All Perils,0
Honda,Rural,May,Male,Single,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,1,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Pontiac,Urban,Apr,Male,Married,49,Third Party,Sedan - Liability,Sport,20000 to 29000,1,more than 30,more than 30,2 to 4,5 years,41 to 50,No,No,2 vehicles,1996,Liability,0
Accura,Urban,Apr,Male,Single,49,Third Party,Sedan - Collision,Sedan,30000 to 39000,2,more than 30,more than 30,none,more than 7,41 to 50,No,No,1 vehicle,1996,Collision,0
Chevrolet,Urban,Apr,Male,Single,27,Third Party,Sedan - Collision,Sedan,30000 to 39000,4,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,1 vehicle,1996,Collision,0
Honda,Rural,Apr,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,2,more than 30,more than 30,none,new,16 to 17,No,No,1 vehicle,1996,Liability,0
Saturn,Rural,Apr,Male,Married,37,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,2,more than 30,more than 30,1,7 years,36 to 40,No,No,1 vehicle,1996,Collision,0
